9469995426872950127," Deliver justice for the murder of our citizens"
57340663222952910," Democracy has been well delivered. May your extraction be swift"
7235968704578928864," Eaah I can almost hear the death throws of the bugs as the termicide suffuses their trachea"
1059417617716688753," Freedom has prevailed. Now head to the extraction point"
7753703035262636185," Freedom spreads yet further. Extract when ready"
9056848050841087368," Go now: save this planet from infestation"
12912858350129730348," Go now; and fear the shadow of neither death nor tyrrany for justice is your cause"
6640278948919535013," Go now; and should you fall remember this: every day is a good day to die for democracy"
8173777408465629022," Hunt down the automotons and secure the future of Super Earth"
4917083344212407753," If the automotons can feel regret they shall feel it soon"
7181385562641906401," If we do not stop the TCS these deaths are only the beginning of our sorrows"
12032576294895098169," Let our enemies choke upon their territorial ambitions"
7997145536265328926," Liberty has seen you through"
9577604790330343191," Liberty smiles upon your triumph"
12976244964271897416," Liberty's foes approach ever nearer"
9935426997511604716," Make the automotons pay for their wonton aggression"
12603391199949097892," Not more can be done for liberty here save your expedient extraction"
9559004147793038983," One step closer to the establishment of the terminid control system"
4324544264582485610," Our heroes have fallen; but their bodies shall be replaced and their losses restored"
3342923722308275129," Our heroes may have perished but the ramifications of their victory will endure"
5488076218685372780," Our heroes will be remembered and their failure will be redressed"
4726547591993456837," Remember: every terminid killed is a step forward for science"
5118958490306704446," Sometimes the price of victory is the blood of heroes"
6932105805580042079," Soon... we will unmask the true nature of our electronic adversary"
4801440668623878501," Soon not even a single spore will sully the surface of this planet"
9074446396314114487," Take back our land. Dismantle its occupiers"
1533262823004919214," The automotons flee before us. Let them find no refuge"
7499696929103160794," The automotons know their end is nigh. They are all the more deadly in their desperation"
9491881777292540860," The automotons will soon be turned back thanks to your efforts"
3166699858302478338," The enemy has retained its hold upon this world but we will fight on."
6055845383754198657," The enemy has taken a planet closer to Super Earth than this one. You are now deep behind enemy lines Helldiver"
9386791384116616089," The fate of all humanity's children are in your hands. Do not let them fall"
13105437953981043136," The lives lost here are a pittance compared to those that TCS will save once operational"
1746670806588746363," The sacrifice of our heroes was well worth the gains made here; and I know they would say the same"
4994258533514235963," The sky's clear. Let us hope we are not too late"
7945905195460550366," The terminids fight with the verocity of cornered prey"
13461620661782672622," The threat of these robots proves greater than anticipated"
12978844324275367822," The uncontrolled spread of the terminids ends today"
5500123565262429526," Their lives will be avenged... when the cleansing of this planet is complete"
9259519706041484367," Their names will be remembered... when the automoton threat is obliterated"
11080598216184504697," These terminids will be valuable research specimens once they are pacified"
9048471732536696912," They abandoned our mission and our cause. Execution was our only choice"
3654948063069806528," This is it... this is the solemn duty for which you were born: defend democracy at any cost"
5283547571707834602," Today the light of liberty will grace the skies of this world once more"
12041874915319228985," Today you carved another foothold in the long climb to liberty"
7111700890224171078," Today's defeat stokes the forge of tomorrow's victory"
7695179546047182841," Tragedy visits us this day but tomorrow comes retribution"
9867840769223600088," Victory is ours! The reclamation of Cyberstan approaches our grasp"
9783128299978757464," Victory was never in doubt"
3118027536449060668," Waste no time. Mere seconds can mark the difference between conservation..and corruption."
5389082206220931327," We did not free this planet today but we shall not lose hope"
1612979046950880141," We have failed. Extraction is all that matters now"
2639333834235171470," We have failed here. Extract so we can triumph elsewhere"
9791506944104814969," We have failed; and with every second we lose the termicide drives another vile mutation"
4147774514772781689," We will deploy as many additional soldiers as it takes to preserve the sacred gains of our heroic folk(?)"
2872903304476175443," We will send as many Helldivers as it takes... to exterminate the vermin that infest this planet"
3510304051975688678," While their service ends here their victory will echo throughout the galaxy"
1587879007504478570," Within the dead bugs you leave behind lie the secrets of their bretheren's annihilation"
2388596266225325828," You have been a stalwart line of freedom. Extract when ready"
4913357167074576098," You have ignited the torches of liberty. Extraction awaits"
7562067434163739746," You have maintained our way of life"
9518824835970121909," You have slowed the automoton advance"
2252471055740211897," You've done your duty. You may extract with honor"
17487205717587826279," Another step towards Cyberstan... and justice"
13750070470273486754," Another sweeping victory for Super Earth"
16954158414026869193," Democracy prevails once more"
10857076805067832914," Deploy the dark fluid. Collapse this hive into infinite nothingness"
10401319376415251844," Do not fail Helldiver. You carry our most awesome weapon and our final hope"
15504774368824911049," Freedom triumphs over tyrrany once more. The extraction shuttle awaits your request"
16514995167327283747," Freedom marches onward thanks to you. You may proceed to extraction"
10281035913942951066," Go now Helldiver. Let our enemies take no step that is not hindered by the corpse of their comrade"
18015111316779562882," The Helldivers stood strong. This planet is ours once more"
16019282737627991981," The Helldivers have liberated this planet in the name of democracy. There is no more to be done here. Extraction awaits"
15582476848411996929," The enemy is retreating from this planet. Our defense has held"
16315116799541645812," The dark fluid you deployed here will combine with that placed by your comrades across the planet. Let us hope it is enough"
14427156386006011086," The dark fluid must be deployed. All else matters not"
16747904854056439137," Their deaths will not be in vain so long as we still have heroes to send to fight"
16888089322620853499," There is nothing more to be gained here. Extract now"
15932676528687812347," There is but one sentence commensurate to the crime of treason"
17218528098220527458," This incursion will not stand. The automoton legion must be repelled"
17532872678880390950," They gave their lives for freedom and they gave them gladly"
11275083147638543937," They gave their last breaths ensuring the immortality of managed democracy"
14404913358318308774," They die upon our barriades whilst we rally our reserves"
11758192461086563684," This planet has been liberated. Extract now so we may push on to the next battleground"
15994774305683547847," We have failed to repel the enemy's assault upon this planet. We must regroup and break the foothold they acquired today"
17967712828365728373," We will not stop until we reclaim the territory the bots have stolen"
10140600355627221383," We will not allow this planet to fall into the iron clutches of the automotons no matter the cost"
16522372098357935276," We push closer to the cleansing of this infestation"
16967382686373852979," We march ever closer to the source of this unbearable metallic stink"
10628809942959888150," We held the line. Freedom is not so easily conceded."
16208539998456600597," With the dispensing of the termicide this area is safe forevermore from bug infestation"
10894408348167321904," You have served democracy well. Extraction awaits."
17874934703009026415," You have escaped death and earned us the opportunity to redeem this defeat"
13692251834564491930," You have accomplished liberty's will. Extract at your discretion"
10083599618723339507," You are the best of the best. Live up to your name. Live up to freedom"
17658933740353126575," Return refit and redeploy to purge the stain of this failure with the peroxide of victory"
11614345831101756887," Our planetary defense has failed. Now we must prevent the enemy's further encroachment upon this world"
11739148665557603643," Our heroes gave their last but they died having done their duty"
16639406718361703933," Our enemies march closer to Super Earth"
17319430594522779845," Our enemies have cut off our root to this planet. The war has eclipsed us"
15558498729278705573," Liberty weeps and democracy raises the sword of vengeance."
15980760808277799728," Liberty emerges victorious yet again. Extract when ready"
11378559296595079145," Let them come. Let them brawl. Let them face the insurmountable might of the Helldivers"
10360848243527359417," If they could speak I know our heroes would not have us mourn their loss but rejoice in their victory"
10323908212232418118," History will remember your deeds this day"
17305541005558067545," Excellent work. We bought this planet valuable time"
14352518632768370512," Every bug left alive is a threat to the success of Operation Valiant Enclosure"
8821428568905971437," Coordinates received. This is Pelican-1 returning to extraction radius"
11217778148283505832," Countdown initiated standby for takeoff"
7822252957774899257," Extraction complete! Pelican-1 beginning ascent"
4203747860618303996," Helldivers not at extraction site. Pelican-1 landing aborted. Regaining altitude"
1125711540450557299," Launch countdown complete! We have to leave now!"
12064820513780635389," Pelican-1 approaching pickup"
12463308804763483392," Pelican-1 arriving at coordinates"
6035732299144942338," Pelican-1 awaiting Helldivers. Please enter the extraction radius!"
16045836593609136080," Pelican-1 landing in progress"
11882349520000641898," Pelican-1 landing sequence initiated watch where you're standing"
10953555716610110881," Pelican-1 maintaining altitude until Helldivers are within the extraction zone"
10130090553684161589," Pelican-1 preparing to depart. Shuttle launch in 20 seconds"
6549482101729599727," Pelican-1 returning to extraction point. Please ensure you're inside the extraction radius"
15158289385346684385," Roger Pelican-1 will reattempt pickup at extraction zone"
15678300403744136847," This is Pelican-1 Helldivers are outside the extraction zone. Landing aborted"
10004141093826492560," This is Pelican-1 I have visual on the extraction zone"
11003846685742593473," This is Pelican-1 preparing for touchdown"
12017962763243618023," This is Pelican-1 requesting all Helldivers to enter the extraction radius"
16641268610893521656," Ahem... As a uh supplementary note: try firing in short controlled bursts to... improve your accuracy. Uh thank you."
16640005439696322299," Ahem... So for... this next part make sure you... dive into the trench and stay down... the whole time. That's... tha-that's it."
4936881187988850412," Cleanup crew to battlefield simulator. Cleanup crew to battlefield simulator."
13998448622130459077," Excuse me... please try to minimize damage to the training facility when using grenades"
6539601688838864001," Human remains disposal team to training area."
13373274697325045809," Once again please avoid deploying grenades outside the designated combat areas."
6695099749607550552," Once again please direct your fire at enemies... not at the training facility."
6165511543826922585," Please... avoid shooting the training facility... whenever possible..."
2573264488537436291," Recruit expired. Deploy dive team for body recovery."
6263595356062841267," Recruit expired. Deploy dive team."
15201431671701440689," Recruit expired. Deploy hellpod sanitation team"
9185488621963361268," Recruit expired. Deploy terminid containment team."
12577335263846964150," Recruit expired. Initiate terminid containment protocol."
13574021467632291577," Recruit expired. Insert next recruit."
9914696608120797951," Recruit expired. Notify dive crew we got another one in the terminid moat."
5652926946773621175," Recruit expired. Please send in the hellpod sanitation crew"
17051718898952102885," Recruit expired. Request cleanup crew to battlefield simulator"
7984952252165558631," Recruit expired. Request hellpod sanitation crew."
631132883242352228," Recruit expired. Request human remains disposal team."
6260002504216809773," Recruit expired. Request terminid detainment crew to training area."
8183332736539276495," Recruit expired. Reset battlefield simulator."
11816551966603704950," Recruit expired. Reset course and insert next recruit."
12014084675377880300," Recruit expired. Reset course and send in next candidate."
12701832346360642294," Recruit expired. Reset course to initial conditions."
5056243444434977103," Recruit expired. Send cleanup crew to simulator area."
6963390939220568024," Recruit expired. Send in human remains disposal team."
16982181427743358781," Ugh... Again please do not use orbital strikes in ways that cause exessive damage to the training facility"
4242329261643324472," Uh may I have your attention please. You may be required to dive to the ground to pass your training. Please resume."
12354726762816582076," Uh please don't deploy orbital strikes outside of combat areas."
3878632198416733958," Uh... ah! Please keep moving through the training course at this time. Over."
12764489169540200156," Uhh excuse me please. Move through the training course quickly as possible thank you. Have a good day."
4308834409158430759," Welcome to Helldiver training. Your instructor is waiting for you up ahead. Please proceed."
9646417128221151412," 1 minute left destroyer preparing to leave"
17760148675234415650," 1 minute left! Destroyer preparing to leave"
2623263438391619594," 1 minute remains; destroyer departure imminent"
3609561096111968182," 1 minute remains! Destroyer departure imminent!"
14888117787277111625," 5 minutes left we can't stay this low much longer Helldiver"
3219632965172067738," 5 minutes left! Liberty speed your step Helldiver"
5318118046541883680," 5 minutes left! We can't stay this low much longer Helldiver!"
12223431440484055965," 5 minutes left. Liberty speed your step Helldiver"
14951716614825239752," 5 minutes remaining. I repeat 5 minutes remaining"
515522398065316554," 5 minutes remaining. I repeat: five minutes remaining"
303543897848534591," Additional reinforcement funding approved"
12586930906573312182," Additional reinforcement funding approved"
14023973834323725102," Additional reinforcement funding approved"
4915412893258991184," Ally destroyer has left the squadron"
6674951688690297928," Ally destroyer has left the squadron"
17827840479351382954," Ally destroyer joining squadron deploying Helldiver"
7636361709811243094," Ally destroyer joining squadron deploying Helldiver to combat zone"
6814808254122191707," Ally destroyer joining squadron. Deploying Helldiver"
2606878662601502634," Ally destroyer joining squadron. Deploying Helldiver to combat zone"
3977287194648505982," Ally destroyer leaving squadron"
8306867814260611678," Ally destroyer leaving squadron"
926271107089383532," Area secure"
10209034767887004909," Area secure"
15196981865059357721," Area secure"
10039857707168747429," Asset secured"
15470740335639571964," Asset secured"
11948528683727485352," Automoton facility destroyed"
6367951256109207722," Automoton facility destroyed"
16885573368722136114," Automoton facility destroyed"
10006249292752908403," Automoton outpost destroyed"
16385035438266554860," Automoton outpost destroyed"
15517011851254998955," Automoton outpost destroyed"
3431455990177077847," Automoton outpost scrapped"
16857709818934339727," Automoton outpost scrapped"
17567187768628382250," Automoton outpost scrapped"
4062124592444685948," Be advised the enemy high-priority target is near your position"
8318507426084857348," Be advised the enemy high-priority target is near your position"
12353076463861277462," Be advised the enemy high-priority target is near your position"
8558300875180877567," Bot asset destroyed"
12671387541984136886," Bot asset destroyed"
580371860179382288," Bot asset: destroyed"
7198050125728366879," Bot dropships inbound to your position"
13671522801957752703," Bot dropships inbound to your position!"
395869652808219553," Bot dropships incoming"
15123922496688686978," Bot dropships incoming on your position"
18213420030886766226," Bot dropships incoming on your position"
16880462551197102795," Bot dropships incoming!"
1631786391783445411," Bot outpost destroyed"
2712563755028188506," Bot outpost destroyed"
16255908987685670955," Bot outpost destroyed"
5945960194076446691," Bug outpost destroyed"
7206889560190617303," Bug outpost destroyed"
2015311473484153726," Bug outpost: destroyed"
6408530669582981309," Bug tunnel breach detected"
15113121379016501495," Bug tunnel breach detected"
2679418416281631174," Defense complete"
13778437861897356159," Defense complete"
2086731360692422694," Democracy delivered"
14195996035848267178," Democracy delivered"
5677045662863388086," Democracy's dignity maintained"
7740733330629470219," Democracy's dignity maintained"
5973055390750703865," Deploying equipment package"
6390325667407840512," Deploying equipment package"
18063891330825072475," Deploying equipment package"
3267474578135322114," Deploying fortification"
4971025110528841746," Deploying fortification"
5454069921815321990," Deploying fortification"
1587686808823894763," Deploying illumination flare"
8417346756797860290," Deploying illumination flare"
12380214422372532710," Deploying illumination flare"
510104509864280244," Deploying minefield"
15293839768044043740," Deploying minefield"
13755506563178729351," Deploying minefield stand clear"
2564695806676679375," Deploying minefield: stand clear"
2569828878252673143," Deploying non-lethal payload"
9806047211767716409," Deploying non-lethal payload"
11145738458271401190," Deploying non-lethal payload"
5297680671185448194," Deploying sentry"
12287229807803734159," Deploying sentry"
16351805899922528790," Deploying sentry"
7979089441321293237," Deploying smokescreen"
10590861366033526448," Deploying smokescreen"
1752322116348737889," Deploying support station"
7544117074380299054," Deploying support station"
9161098106100410906," Deploying support station"
7330709006683605407," Deploying support weapon"
7511894887085801701," Deploying support weapon"
13357849580441306456," Deploying support weapon"
8248289962463964762," Deploying weapon emplacement"
8625699206881768653," Deploying weapon emplacement"
1207965948562501092," Encounter cleared"
7570306805309713481," Encounter cleared"
17202944021165916442," Encounter cleared"
9268130593865568580," Enemy high-priority target should be nearby stay sharp"
11622972603281094484," Enemy high-priority target should be nearby stay sharp"
81117298275378874," Enemy high-priority target should be nearby. Stay sharp"
2355778517690849147," Enemy reinforcements inbound prepare for contact"
5502048592641587680," Enemy reinforcements inbound prepare for contact"
9243743988506791144," Enemy reinforcements incoming"
17146745098528467298," Enemy reinforcements incoming"
4058127377664693699," Enemy tactical asset within range"
6308171935299136558," Enemy tactical asset within range"
12614565780439173914," Enemy tactical asset within range"
9410000718142141241," Enemy tactical asset within threat range"
12846121010909205002," Enemy tactical asset within threat range"
16520491031023972191," Enemy tactical asset within threat range"
5316323948819819056," Engaging orbital laser"
2478844670580183104," Engaging orbital laser."
3574418640036871289," ETA T minus 1 minute"
3957969083828434285," ETA T minus 1 minute"
5211700013673575124," ETA T minus 1 minute"
6427076467232810857," ETA T minus 1 minute"
10638797240236442184," ETA T minus 1 minute"
8417487540177886542," ETA T minus 1 minute 30 seconds"
16098266908260492826," ETA T minus 1 minute 30 seconds"
17150082192457125076," ETA T minus 1 minute 30 seconds"
13396900801380329608," ETA T minus 1 minute and 30 seconds"
1959831931863646377," ETA T minus 1 minute thirty seconds"
6114686985889776197," ETA T minus 10 seconds"
7360863802294633727," ETA T minus 10 seconds"
9066678826860256254," ETA T minus 10 seconds"
11279063753022114665," ETA T minus 10 seconds"
17687725986672216018," ETA T minus 10 seconds"
7489487549668280921," ETA T minus 10 seconds clear landing zone"
12070275908415734906," ETA T minus 10 seconds clear landing zone"
1511328293845077591," ETA T minus 2 minutes"
4391199744574289272," ETA T minus 2 minutes"
9309241059690695213," ETA T minus 2 minutes"
16394047289999207544," ETA T minus 2 minutes"
10990876319261387495," ETA T minus 2 minutes"
2671810445518974237," ETA T minus 2 minutes 30 seconds"
8145102846782055188," ETA T minus 2 minutes 30 seconds"
8354425741665922432," ETA T minus 2 minutes 30 seconds"
9289366013504211400," ETA T minus 2 minutes 30 seconds"
6987992186715612154," ETA T minus 2 minutes and 30 seconds"
1581986910435902356," ETA T minus 20 seconds"
3234049631348832369," ETA T minus 20 seconds"
5437194093083443270," ETA T minus 20 seconds"
15632203500359410150," ETA T minus 20 seconds"
16601929410065504995," ETA T minus 20 seconds"
894064927266588753," ETA T minus 3 minutes"
11004301720845378791," ETA T minus 3 minutes"
13250149665564504235," ETA T minus 3 minutes"
10693324590368443406," ETA T minus 3 minutes"
18084780808265229923," ETA T minus 3 minutes"
4619523090012243590," ETA T minus 30 seconds"
13164368913500056002," ETA T minus 30 seconds"
10507495018842638913," ETA T minus 30 seconds"
15252897943072234319," ETA T minus 30 seconds"
17592626738027487772," ETA T minus 30 seconds"
3269286824405037678," Extraction is available"
10657236549433879373," Extraction is available"
14508727953174643142," Extraction is available"
7072762613058805663," Extraction request confirmed shuttle inbound"
3203129633910584503," Extraction request confirmed: shuttle inbound"
6282672871327750046," Extraction request confirmed: shuttle inbound"
515967877954047352," Extraction shuttle inbound"
11325387380608861973," Extraction shuttle inbound"
14247073844853740127," Extraction shuttle inbound"
15490591499197131449," Extraction shuttle inbound"
2049922747333648786," Firing gas strike"
15810578568391730609," Firing gas strike"
13906735522990495112," Firing non-lethal payload"
14753294392618790535," Firing non-lethal payload"
15122716897305385237," Firing non-lethal payload"
9762884227701097616," Firing orbital barrage clear the area"
15416795450932106109," Firing orbital barrage clear the area"
16906060476455599814," Firing orbital barrage clear the area"
7090185723143455372," Firing orbital laser"
7301614802837935888," Firing orbital laser"
5832472013653289639," Firing orbital strike"
6647045314542420246," Firing orbital strike"
15312176795025801483," Firing orbital strike"
2193340216410745754," Freedom's purity secured"
12881764720816916309," Freedom's purity secured"
936271686837697034," Funding approved for one more reinforcement"
15633434152078771851," Funding approved for one more reinforcement"
16059042733317643881," Funding approved for one more reinforcement"
7723046829999582741," Gas strike incoming"
11564539308484544717," Gas strike incoming"
13138504679496132262," Half reinforcement budget remaining"
16419782072500986896," Half reinforcement budget remaining"
18418589508156975137," Half reinforcement budget remaining"
5920836962027588368," Hellbomb request approved"
5134078271778531968," Hellbomb request approved deploying now"
2093667447169872589," Hellbomb request approved on its way now"
12382554171509196312," Hellbomb request approved on its way now"
742489848528268855," Helldiver KIA deploying replacement"
3100186051929079986," Helldiver KIA deploying replacement"
15355388093923948969," Helldiver KIA deploying replacement"
13191256889029151939," Helldiver lost sending replacement"
13302570063529385437," Helldiver lost sending replacement"
16898683458008828363," Helldiver lost sending replacement"
3690177151204340483," Helldiver you are moving outside the mission area"
17843507277716047008," Helldiver you are moving outside the mission area"
13509052322051978254," High-priority target eliminated"
14921851166724763289," High-priority target eliminated justice served"
16916712598992074917," High-priority target eliminated justice served"
14435689952326719836," High-priority target eliminated. Justice served"
5541345585657022132," High-priority target is in your vicinity"
16958706214882314358," High-priority target is in your vicinity"
9688366426374959194," High-priority target is within your vicinity"
7340269523310905223," High-priority target neutralized"
15712845760827338811," High-priority target neutralized"
11399249013258591428," High-priority target neutralized"
3108391808881670507," High-priority target: eliminated"
5061909457162482877," High-priority target: eliminated"
7823871644010768546," Hive structure destroyed"
16793582845828581810," Hive structure destroyed"
18059289754462489936," Hive structure destroyed"
4771467609880247119," Hostiles incoming"
3516377304255597457," Hostiles incoming!"
14063526837523801046," Human assets relocated"
17013532150446693304," Human assets relocated"
1355945825610657797," Human assets: secured"
1795797026490454954," Human assets: secured"
9098130661218472643," I repeat reinforcement ready"
6155541887611228382," I repeat: reinforcement ready"
14775168150571859397," I say again reinforcement is available"
1599171774248966720," I say again: reinforcement is available"
7148347685596354930," Illuminate outpost destroyed"
8737700285807016694," Illuminate outpost destroyed"
17738909655237205859," Illuminate outpost destroyed"
3210124933200623511," Illuminate outpost erased"
7057260363616624860," Illuminate outpost erased"
8303286577823141783," Illuminate outpost erased"
9366527798544151973," Launching smoke screen"
13251573981228420854," Launching smokescreen"
4840362272225362584," Liberty dispensed"
17662180825078152817," Liberty dispensed"
914025437264095724," Main objective near your position"
12737703787912815570," Main objective near your position"
17753857740031681957," Main objective near your position"
1274437080994763670," Main objective nearby"
17333309348805619977," Main objective nearby"
17443402300949857041," Main objective nearby"
15323132358201184880," Make-ing progress"
2121731894112519323," Making progress"
9270349902163247270," Making progress"
3863841820321083431," Mission at 10 minutes remaining"
15525659436566671506," Mission at 10 minutes remaining"
18303098111892124137," Mission at 10 minutes remaining"
12101179535993875832," Mission at 20 minutes remaining"
12832196249566198088," Mission at 20 minutes remaining"
11173429135416763172," Mission at 20 minutes remaining"
1088832948333467333," Mission at 30 minutes remaining"
1373878018156199634," Mission at 30 minutes remaining"
17195039522425680045," Mission at 30 minutes remaining"
3807530800886154602," Mission at 40 minutes remaining"
11742612393737367864," Mission at 40 minutes remaining"
13734560345764944917," Mission at 40 minutes remaining"
217588042518126556," Mission is progressing"
3724793195873019946," Mission is progressing"
6114872905503118908," Mission is progressing"
3321934783849364189," Mission map updated"
5451927754594209414," Mission map: updated"
1644758498151407609," Mission progress logged"
10029235200031250033," Mission progress logged"
14519009530995487518," Mission progress logged"
6007878044317675690," Objective complete"
8498790631789530103," Objective complete"
9019805937608944186," Objective complete"
10877793842412999406," Objective complete"
16678019677881536676," Objective complete"
368354175904986502," Objective completed"
3237759011630175924," Objective completed"
5248250918792653699," Objective completed"
6766608116958521532," Objective completed"
16982977713701461125," Objective completed"
12850363172854437270," Objective critical strategem available"
15418052597058130639," Objective critical strategem available"
15415888222594290424," Objective critical strategem no longer available"
17988583498818568655," Objective critical strategem no longer available"
3430280503378852910," Objective defended"
7121821128509542444," Objective defended"
1437775721461971130," Objective near your position"
11155023137893639562," Objective near your position"
14115376668018752312," Objective near your position"
8508431506164206085," Objective nearby"
9970461406589572931," Objective nearby"
17754016919120649791," Objective nearby"
7903828966368143957," Objective secured"
13253630681743368663," Objective secured"
14894811001619243777," Objective secured"
5784222738345194156," Objective target destroyed"
9831880271549273683," Objective target destroyed"
13011927066551699038," Objective target destroyed"
1717978624394642637," Objective targets destroyed"
2966090540242140991," Objective targets destroyed"
17991933521135219930," Objective targets destroyed"
8304681722256212255," Objective targets destroyed!"
16602356745902669407," One minute left! Destroyer preparing to leave"
11518868320404371546," One minute remains destroyer departure imminent"
5073790565737251070," One step closer to mission completion"
5609981980360918302," One step closer to mission completion"
16899958325167373413," One step closer to mission completion"
11535614365876135682," Orbital barrage incoming stand clear"
13954040625831821257," Orbital barrage incoming stand clear"
1277254956466404568," Orbital barrage incoming. Stand clear"
3338729373143232076," Orbital strike incoming"
14313452205067907984," Orbital strike incoming"
6094141043905703076," Orbital strike: incoming"
1640234586941571398," Outpost cleared"
9385006190219681477," Outpost cleared"
13176305150644906158," Outpost cleared"
16651616493113016950," Outpost cleared"
2289875201066612932," Outpost destroyed"
5406777906489898773," Outpost destroyed"
6869757104095192926," Outpost destroyed"
11632047502715431006," Outpost destroyed"
14556384523294776315," Outpost destroyed"
16882089422774256746," Package retrieved"
17381872453552574963," Package retrieved"
340312240612891876," Prepare for contact"
10488200584466310246," Prepare for contact"
13936769526522508958," Reinforcement available"
15905655305571982943," Reinforcement available"
15930295993805414615," Reinforcement available"
629807909345220492," Reinforcement budged depleted"
4029341261404252687," Reinforcement budget depleted"
11263905045126959334," Reinforcement budget depleted"
1580136544212916650," Reinforcement budget running low"
12350338007538915793," Reinforcement budget running low"
14458676491556883765," Reinforcement budget running low"
3007370160150586112," Reinforcement ready to fire"
9787464285736535614," Reinforcement ready to fire"
16449568844565274767," Reinforcement ready to fire"
3397179081449097353," Reinforcement ready upon request"
6552401598884963747," Reinforcement ready upon request"
7696312166734395571," Reinforcement ready upon request"
16133844782781774612," Request approved deploying reinforcements"
3971032946510692515," Request approved reinforcements have been launched"
17101670425554220256," Request approved reinforcements have been launched"
16079948021257460837," Request approved reinforcements on the way"
16823393696014415436," Request approved reinforcements on the way"
3120927351702970361," Request approved: deploying reinforcements"
10561164093048697820," Sending down equipment package"
14408369074852117720," Sending down equipment package"
14510198511628609056," Sending down equipment package"
1422215967014474002," Sending down fortification"
6071561563518273335," Sending down fortification"
11617984723960143815," Sending down fortification"
15491923646737225821," Sending down sentry"
16890601726106987979," Sending down sentry"
17341295165359652640," Sending down sentry"
1739551200995667468," Sending down support weapon"
12460955836106585918," Sending down support weapon"
16979737099376561722," Sending down support weapon"
7814695765931306015," Squad lost deploying full replacement"
15164147194952403750," Squad lost deploying replacement squad"
5552043867210136773," Squad lost: deploying replacement squad"
7092390751459942149," Squad lost! Deploying full replacement!"
3312473580011985303," Squid outpost destroyed"
17822818843853793233," Squid outpost destroyed"
4497294952856082940," Squid outpost: destroyed"
16638659733843096584," Squid teleportation incoming"
8075314390196515597," Squid teleportation incoming!"
3747432914171911704," Squid teleportation signature detected"
4553466248951376361," Squid teleportation signature detected"
3850387788241431220," Sub-objective in your vicinity"
6764832311183925619," Sub-objective in your vicinity"
6990005443502313335," Sub-objective in your vicinity"
8095800013180815637," Sub-objective in your vicinity"
1280362362278044841," Sub-objective near your location"
4208198446834429127," Sub-objective near your location"
4440769145163568112," Sub-objective near your location"
15777021889650386455," Sub-objective near your location"
1147990061261259784," Sub-objective nearby"
2610143735336839251," Sub-objective nearby"
5245182334293619091," Sub-objective nearby"
8889671393881173230," Sub-objective nearby"
8864454300387680882," Super Destroyer leaving low orbit emergency extraction shuttle deployed"
17543709165033604500," Super Destroyer leaving low orbit emergency extraction shuttle deployed"
16883884648021895708," Super Destroyer leaving low orbit! Emergency extraction shuttle deployed"
4308618637334717730," Support station on its way"
16389037068509580738," Support station on its way"
10668895632162930366," Support station on its way"
6967786420943085433," Tactical asset near your location"
7933303045534355067," Tactical asset near your location"
13660479633361646736," Tactical asset near your location"
360296970873126457," Tactical asset near your position"
3702164761157987561," Tactical asset near your position"
